KHID	KYID	Family_Name	Source
Nkx2-1/4.26	KH2013:KH.C10.338	KY2019:KY.Chr10.964	Homeodomain	CisBP
Nkx2-1/4.27	KH2013:KH.C10.338	KY2019:KY.Chr10.964	Homeodomain	CisBP
Gsc.67	KH2013:KH.C4.722	KY2019:KY.Chr4.686	Homeodomain	CisBP
Gsc.68	KH2013:KH.C4.722	KY2019:KY.Chr4.686	Homeodomain	CisBP
Gsc.69	KH2013:KH.C4.722	KY2019:KY.Chr4.686	Homeodomain	CisBP
Gsc.70	KH2013:KH.C4.722	KY2019:KY.Chr4.686	Homeodomain	CisBP
Nkx2-1/4.28	KH2013:KH.C10.338	KY2019:KY.Chr10.964	Homeodomain	CisBP
Nkx2-1/4.29	KH2013:KH.C10.338	KY2019:KY.Chr10.964	Homeodomain	CisBP
Nkx2-1/4.30	KH2013:KH.C10.338	KY2019:KY.Chr10.964	Homeodomain	CisBP
Nkx2-1/4.31	KH2013:KH.C10.338	KY2019:KY.Chr10.964	Homeodomain	CisBP
Hoxa2b.16	KH2013:KH.C1.1098	KY2019:KY.Chr1.2455	Homeodomain	CisBP
Hoxa2b.17	KH2013:KH.C1.1098	KY2019:KY.Chr1.2455	Homeodomain	CisBP
Hoxa2b.18	KH2013:KH.C1.1098	KY2019:KY.Chr1.2455	Homeodomain	CisBP
Gsc.71	KH2013:KH.C4.722	KY2019:KY.Chr4.686	Homeodomain	CisBP
Gsc.72	KH2013:KH.C4.722	KY2019:KY.Chr4.686	Homeodomain	CisBP
Gsc.73	KH2013:KH.C4.722	KY2019:KY.Chr4.686	Homeodomain	CisBP
Gsc.74	KH2013:KH.C4.722	KY2019:KY.Chr4.686	Homeodomain	CisBP
Gsc.75	KH2013:KH.C4.722	KY2019:KY.Chr4.686	Homeodomain	CisBP
Gsc.76	KH2013:KH.C4.722	KY2019:KY.Chr4.686	Homeodomain	CisBP
Nkx2-1/4.32	KH2013:KH.C10.338	KY2019:KY.Chr10.964	Homeodomain	CisBP
Nkx2-1/4.33	KH2013:KH.C10.338	KY2019:KY.Chr10.964	Homeodomain	CisBP
Nkx2-1/4.34	KH2013:KH.C10.338	KY2019:KY.Chr10.964	Homeodomain	CisBP
Gsc.77	KH2013:KH.C4.722	KY2019:KY.Chr4.686	Homeodomain	CisBP
Gsc.78	KH2013:KH.C4.722	KY2019:KY.Chr4.686	Homeodomain	CisBP
Gsc.79	KH2013:KH.C4.722	KY2019:KY.Chr4.686	Homeodomain	CisBP
Gsc.80	KH2013:KH.C4.722	KY2019:KY.Chr4.686	Homeodomain	CisBP
Nr2f1/2/5.9	KH2013:KH.L17.15	KY2019:KY.Chr8.1390	Nuclear receptor	CisBP
Nr2f1/2/5.10	KH2013:KH.L17.15	KY2019:KY.Chr8.1390	Nuclear receptor	CisBP
Nr2f1/2/5.11	KH2013:KH.L17.15	KY2019:KY.Chr8.1390	Nuclear receptor	CisBP
Nr2f1/2/5.12	KH2013:KH.L17.15	KY2019:KY.Chr8.1390	Nuclear receptor	CisBP
Nr2f1/2/5.13	KH2013:KH.L17.15	KY2019:KY.Chr8.1390	Nuclear receptor	CisBP
Nr2f1/2/5.14	KH2013:KH.L17.15	KY2019:KY.Chr8.1390	Nuclear receptor	CisBP
Nr2f1/2/5.15	KH2013:KH.L17.15	KY2019:KY.Chr8.1390	Nuclear receptor	CisBP
Nr2f1/2/5.16	KH2013:KH.L17.15	KY2019:KY.Chr8.1390	Nuclear receptor	CisBP
Nr2f1/2/5.17	KH2013:KH.L17.15	KY2019:KY.Chr8.1390	Nuclear receptor	CisBP
Nr2f1/2/5.18	KH2013:KH.L17.15	KY2019:KY.Chr8.1390	Nuclear receptor	CisBP
Ppara	KH2013:KH.C8.143	KY2019:KY.Chr8.993	Nuclear receptor	CisBP
Ppara.1	KH2013:KH.C8.143	KY2019:KY.Chr8.993	Nuclear receptor	CisBP
Nr2f1/2/5.19	KH2013:KH.L17.15	KY2019:KY.Chr8.1390	Nuclear receptor	CisBP
Nr2f1/2/5.20	KH2013:KH.L17.15	KY2019:KY.Chr8.1390	Nuclear receptor	CisBP
Tcf7.99	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.100	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.101	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.102	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.103	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.104	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.105	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.106	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.107	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.108	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.109	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.110	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.111	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.112	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.113	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.114	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.115	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.116	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.117	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.118	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.119	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.120	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.121	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.122	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.123	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.124	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Gsc.81	KH2013:KH.C4.722	KY2019:KY.Chr4.686	Homeodomain	CisBP
Nr2f1/2/5.21	KH2013:KH.L17.15	KY2019:KY.Chr8.1390	Nuclear receptor	CisBP
Tcf7.125	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.126	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.127	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.128	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.129	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.130	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.131	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Gsc.82	KH2013:KH.C4.722	KY2019:KY.Chr4.686	Homeodomain	CisBP
Gsc.83	KH2013:KH.C4.722	KY2019:KY.Chr4.686	Homeodomain	CisBP
Nkx2-1/4.35	KH2013:KH.C10.338	KY2019:KY.Chr10.964	Homeodomain	CisBP
Nkx2-1/4.36	KH2013:KH.C10.338	KY2019:KY.Chr10.964	Homeodomain	CisBP
Nkx2-1/4.37	KH2013:KH.C10.338	KY2019:KY.Chr10.964	Homeodomain	CisBP
Gsc.84	KH2013:KH.C4.722	KY2019:KY.Chr4.686	Homeodomain	CisBP
Gsc.85	KH2013:KH.C4.722	KY2019:KY.Chr4.686	Homeodomain	CisBP
Gsc.86	KH2013:KH.C4.722	KY2019:KY.Chr4.686	Homeodomain	CisBP
Gsc.87	KH2013:KH.C4.722	KY2019:KY.Chr4.686	Homeodomain	CisBP
Dlx1.4	KH2013:KH.C7.346	KY2019:KY.Chr7.358	Homeodomain	CisBP
Dlx1.5	KH2013:KH.C7.346	KY2019:KY.Chr7.358	Homeodomain	CisBP
Nkx2-1/4.38	KH2013:KH.C10.338	KY2019:KY.Chr10.964	Homeodomain	CisBP
Nkx2-1/4.39	KH2013:KH.C10.338	KY2019:KY.Chr10.964	Homeodomain	CisBP
Nkx2-1/4.40	KH2013:KH.C10.338	KY2019:KY.Chr10.964	Homeodomain	CisBP
Nr2f1/2/5.22	KH2013:KH.L17.15	KY2019:KY.Chr8.1390	Nuclear receptor	CisBP
Nr2f1/2/5.23	KH2013:KH.L17.15	KY2019:KY.Chr8.1390	Nuclear receptor	CisBP
Tcf7.132	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.133	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.134	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Gsc.88	KH2013:KH.C4.722	KY2019:KY.Chr4.686	Homeodomain	CisBP
Gsc.89	KH2013:KH.C4.722	KY2019:KY.Chr4.686	Homeodomain	CisBP
Gsc.90	KH2013:KH.C4.722	KY2019:KY.Chr4.686	Homeodomain	CisBP
Dlx1.6	KH2013:KH.C7.346	KY2019:KY.Chr7.358	Homeodomain	CisBP
Nkx2-1/4.41	KH2013:KH.C10.338	KY2019:KY.Chr10.964	Homeodomain	CisBP
Tcf7.135	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Nr2f1/2/5.24	KH2013:KH.L17.15	KY2019:KY.Chr8.1390	Nuclear receptor	CisBP
Tcf7.136	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.137	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.138	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Nkx2-1/4.42	KH2013:KH.C10.338	KY2019:KY.Chr10.964	Homeodomain	CisBP
Gsc.91	KH2013:KH.C4.722	KY2019:KY.Chr4.686	Homeodomain	CisBP
Nr2f1/2/5.25	KH2013:KH.L17.15	KY2019:KY.Chr8.1390	Nuclear receptor	CisBP
Tcf7.139	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.140	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.141	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.142	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.143	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Nkx2-1/4.43	KH2013:KH.C10.338	KY2019:KY.Chr10.964	Homeodomain	CisBP
Nr2f1/2/5.26	KH2013:KH.L17.15	KY2019:KY.Chr8.1390	Nuclear receptor	CisBP
Nr2f1/2/5.27	KH2013:KH.L17.15	KY2019:KY.Chr8.1390	Nuclear receptor	CisBP
Nkx2-1/4.44	KH2013:KH.C10.338	KY2019:KY.Chr10.964	Homeodomain	CisBP
Nr2f1/2/5.28	KH2013:KH.L17.15	KY2019:KY.Chr8.1390	Nuclear receptor	CisBP
Dmrt2/3.29	KH2013:KH.C8.583	KY2019:KY.Chr8.251	DM	CisBP
Dmrt2/3.30	KH2013:KH.C8.583	KY2019:KY.Chr8.251	DM	CisBP
Elf2.29	KH2013:KH.C14.247	KY2019:KY.Chr14.539	Ets	CisBP
Elf2.30	KH2013:KH.C14.247	KY2019:KY.Chr14.539	Ets	CisBP
Elf2.31	KH2013:KH.C14.247	KY2019:KY.Chr14.539	Ets	CisBP
Elf2.32	KH2013:KH.C14.247	KY2019:KY.Chr14.539	Ets	CisBP
Elf2.33	KH2013:KH.C14.247	KY2019:KY.Chr14.539	Ets	CisBP
Elf2.34	KH2013:KH.C14.247	KY2019:KY.Chr14.539	Ets	CisBP
Elf2.35	KH2013:KH.C14.247	KY2019:KY.Chr14.539	Ets	CisBP
Gsc.92	KH2013:KH.C4.722	KY2019:KY.Chr4.686	Homeodomain	CisBP
Nkx2-1/4.45	KH2013:KH.C10.338	KY2019:KY.Chr10.964	Homeodomain	CisBP
Nkx2-1/4.46	KH2013:KH.C10.338	KY2019:KY.Chr10.964	Homeodomain	CisBP
Gsc.93	KH2013:KH.C4.722	KY2019:KY.Chr4.686	Homeodomain	CisBP
Nkx2-1/4.47	KH2013:KH.C10.338	KY2019:KY.Chr10.964	Homeodomain	CisBP
Nkx2-1/4.48	KH2013:KH.C10.338	KY2019:KY.Chr10.964	Homeodomain	CisBP
Nkx2-1/4.49	KH2013:KH.C10.338	KY2019:KY.Chr10.964	Homeodomain	CisBP
Gsc.94	KH2013:KH.C4.722	KY2019:KY.Chr4.686	Homeodomain	CisBP
Gsc.95	KH2013:KH.C4.722	KY2019:KY.Chr4.686	Homeodomain	CisBP
Nkx2-1/4.50	KH2013:KH.C10.338	KY2019:KY.Chr10.964	Homeodomain	CisBP
Gsc.96	KH2013:KH.C4.722	KY2019:KY.Chr4.686	Homeodomain	CisBP
Nkx2-1/4.51	KH2013:KH.C10.338	KY2019:KY.Chr10.964	Homeodomain	CisBP
Nr2f1/2/5.29	KH2013:KH.L17.15	KY2019:KY.Chr8.1390	Nuclear receptor	CisBP
Nr2f1/2/5.30	KH2013:KH.L17.15	KY2019:KY.Chr8.1390	Nuclear receptor	CisBP
Nr2f1/2/5.31	KH2013:KH.L17.15	KY2019:KY.Chr8.1390	Nuclear receptor	CisBP
Nr2f1/2/5.32	KH2013:KH.L17.15	KY2019:KY.Chr8.1390	Nuclear receptor	CisBP
Nr2f1/2/5.33	KH2013:KH.L17.15	KY2019:KY.Chr8.1390	Nuclear receptor	CisBP
Nr2f1/2/5.34	KH2013:KH.L17.15	KY2019:KY.Chr8.1390	Nuclear receptor	CisBP
Ppara.2	KH2013:KH.C8.143	KY2019:KY.Chr8.993	Nuclear receptor	CisBP
Nr2f1/2/5.35	KH2013:KH.L17.15	KY2019:KY.Chr8.1390	Nuclear receptor	CisBP
Tcf7.144	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.145	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.146	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.147	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.148	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.149	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.150	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.151	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.152	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.153	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.154	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.155	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.156	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.157	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.158	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Elf2.36	KH2013:KH.C14.247	KY2019:KY.Chr14.539	Ets	CisBP
Elf2.37	KH2013:KH.C14.247	KY2019:KY.Chr14.539	Ets	CisBP
Nkx2-1/4.52	KH2013:KH.C10.338	KY2019:KY.Chr10.964	Homeodomain	CisBP
Nkx2-1/4.53	KH2013:KH.C10.338	KY2019:KY.Chr10.964	Homeodomain	CisBP
Gsc.97	KH2013:KH.C4.722	KY2019:KY.Chr4.686	Homeodomain	CisBP
Gsc.98	KH2013:KH.C4.722	KY2019:KY.Chr4.686	Homeodomain	CisBP
Gsc.99	KH2013:KH.C4.722	KY2019:KY.Chr4.686	Homeodomain	CisBP
Nr2f1/2/5.36	KH2013:KH.L17.15	KY2019:KY.Chr8.1390	Nuclear receptor	CisBP
Tcf7.159	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.160	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.161	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Gsc.100	KH2013:KH.C4.722	KY2019:KY.Chr4.686	Homeodomain	CisBP
Nkx2-1/4.54	KH2013:KH.C10.338	KY2019:KY.Chr10.964	Homeodomain	CisBP
Tcf7.162	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Nkx2-1/4.55	KH2013:KH.C10.338	KY2019:KY.Chr10.964	Homeodomain	CisBP
Nkx2-1/4.56	KH2013:KH.C10.338	KY2019:KY.Chr10.964	Homeodomain	CisBP
Nkx2-1/4.57	KH2013:KH.C10.338	KY2019:KY.Chr10.964	Homeodomain	CisBP
Nr2f1/2/5.37	KH2013:KH.L17.15	KY2019:KY.Chr8.1390	Nuclear receptor	CisBP
Tcf7.163	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.164	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.165	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Tcf7.166	KH2013:KH.C4.8	KY2019:KY.Chr4.941	Sox	CisBP
Ppp1r13b	KH2013:KH.C1.1296	KY2019:KY.Chr1.2432	p53	HOMER
Rbpj.11	KH2013:KH.C12.652	KY2019:KY.Chr12.818	NA	HOMER
Rfx/1/4	KH2013:KH.C4.331	KY2019:KY.Chr4.370	HTH	HOMER
Rfx/1/4.1	KH2013:KH.C4.331	KY2019:KY.Chr4.370	HTH	HOMER
Rif1	KH2013:KH.C4.327	KY2019:KY.Chr4.687	Homeodomain	HOMER
KH.C10.113	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
KH.C12.695	KH2013:KH.C12.695	KY2019:KY.Chr12.665	Ets	CisBP
Nr6a1	KH2013:KH.C1.1016	KY2019:KY.Chr1.1411	Nuclear receptor	CisBP
Eng1b	KH2013:KH.C7.431	KY2019:KY.Chr7.532	Homeodomain	CisBP
Eng1b.1	KH2013:KH.C7.431	KY2019:KY.Chr7.532	Homeodomain	CisBP
Nr1h2/3	KH2013:KH.C2.480	KY2019:KY.Chr2.1479	Nuclear receptor	CisBP
Nr1h2/3.1	KH2013:KH.C2.480	KY2019:KY.Chr2.1479	Nuclear receptor	CisBP
Eng1b.2	KH2013:KH.C7.431	KY2019:KY.Chr7.532	Homeodomain	CisBP
Eng1b.3	KH2013:KH.C7.431	KY2019:KY.Chr7.532	Homeodomain	CisBP
Rx1/2/3	KH2013:KH.C5.34	KY2019:KY.Chr5.106	Homeodomain	CisBP
Rx1/2/3.1	KH2013:KH.C5.34	KY2019:KY.Chr5.106	Homeodomain	CisBP
Rx1/2/3.2	KH2013:KH.C5.34	KY2019:KY.Chr5.106	Homeodomain	CisBP
Eng1b.4	KH2013:KH.C7.431	KY2019:KY.Chr7.532	Homeodomain	CisBP
Eng1b.5	KH2013:KH.C7.431	KY2019:KY.Chr7.532	Homeodomain	CisBP
Eng1b.6	KH2013:KH.C7.431	KY2019:KY.Chr7.532	Homeodomain	CisBP
Eng1b.7	KH2013:KH.C7.431	KY2019:KY.Chr7.532	Homeodomain	CisBP
KH.C10.113.1	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
KH.C10.113.2	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
KH.C10.113.3	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
KH.C10.113.4	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
KH.C10.113.5	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
KH.C10.113.6	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
KH.C10.113.7	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
KH.C10.113.8	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
KH.C10.113.9	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
KH.C12.695.1	KH2013:KH.C12.695	KY2019:KY.Chr12.665	Ets	CisBP
KH.C10.113.10	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
KH.C10.113.11	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
KH.C10.113.12	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
KH.C10.113.13	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
KH.C10.113.14	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
KH.C10.113.15	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
KH.C10.113.16	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
KH.C10.113.17	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
KH.C10.113.18	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
Rx1/2/3.3	KH2013:KH.C5.34	KY2019:KY.Chr5.106	Homeodomain	CisBP
Rx1/2/3.4	KH2013:KH.C5.34	KY2019:KY.Chr5.106	Homeodomain	CisBP
Eng1b.8	KH2013:KH.C7.431	KY2019:KY.Chr7.532	Homeodomain	CisBP
KH.C10.113.19	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
KH.C10.113.20	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
Nr1d1/2	KH2013:KH.C13.51	KY2019:KY.Chr13.291	Nuclear receptor	CisBP
KH.C10.113.21	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
KH.C10.113.22	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
KH.C10.113.23	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
KH.C10.113.24	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
KH.C10.113.25	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
KH.C10.113.26	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
KH.C10.113.27	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
KH.C10.113.28	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
KH.C10.113.29	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
KH.C10.113.30	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
KH.C12.695.2	KH2013:KH.C12.695	KY2019:KY.Chr12.665	Ets	CisBP
KH.C12.695.3	KH2013:KH.C12.695	KY2019:KY.Chr12.665	Ets	CisBP
KH.C12.695.4	KH2013:KH.C12.695	KY2019:KY.Chr12.665	Ets	CisBP
KH.C12.695.5	KH2013:KH.C12.695	KY2019:KY.Chr12.665	Ets	CisBP
KH.C12.695.6	KH2013:KH.C12.695	KY2019:KY.Chr12.665	Ets	CisBP
KH.C12.695.7	KH2013:KH.C12.695	KY2019:KY.Chr12.665	Ets	CisBP
KH.C10.113.31	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
KH.C10.113.32	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
KH.C10.113.33	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
KH.C10.113.34	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
KH.C10.113.35	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
KH.C10.113.36	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
KH.C10.113.37	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
KH.C10.113.38	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
KH.C10.113.39	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
KH.C10.113.40	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
KH.C10.113.41	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
KH.C10.113.42	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
KH.C10.113.43	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
KH.C10.113.44	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
KH.C10.113.45	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
KH.C10.113.46	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
KH.C10.113.47	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
KH.C10.113.48	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
KH.C10.113.49	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
KH.C10.113.50	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
KH.C10.113.51	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
KH.C10.113.52	KH2013:KH.C10.113	KY2019:KY.Chr10.606	Ets	CisBP
Rx1/2/3.5	KH2013:KH.C5.34	KY2019:KY.Chr5.106	Homeodomain	CisBP
Eng1b.9	KH2013:KH.C7.431	KY2019:KY.Chr7.532	Homeodomain	CisBP
Rx1/2/3.6	KH2013:KH.C5.34	KY2019:KY.Chr5.106	Homeodomain	CisBP
Rx1/2/3.7	KH2013:KH.C5.34	KY2019:KY.Chr5.106	Homeodomain	CisBP
Rx1/2/3.8	KH2013:KH.C5.34	KY2019:KY.Chr5.106	Homeodomain	CisBP
Rx1/2/3.9	KH2013:KH.C5.34	KY2019:KY.Chr5.106	Homeodomain	CisBP
Rx1/2/3.10	KH2013:KH.C5.34	KY2019:KY.Chr5.106	Homeodomain	CisBP
Rx1/2/3.11	KH2013:KH.C5.34	KY2019:KY.Chr5.106	Homeodomain	CisBP
Rx1/2/3.12	KH2013:KH.C5.34	KY2019:KY.Chr5.106	Homeodomain	CisBP
Rx1/2/3.13	KH2013:KH.C5.34	KY2019:KY.Chr5.106	Homeodomain	CisBP
Rx1/2/3.14	KH2013:KH.C5.34	KY2019:KY.Chr5.106	Homeodomain	CisBP
Nr6a1.1	KH2013:KH.C1.1016	KY2019:KY.Chr1.1411	Nuclear receptor	CisBP
Nr6a1.2	KH2013:KH.C1.1016	KY2019:KY.Chr1.1411	Nuclear receptor	CisBP
Nr6a1.3	KH2013:KH.C1.1016	KY2019:KY.Chr1.1411	Nuclear receptor	CisBP
Nr6a1.4	KH2013:KH.C1.1016	KY2019:KY.Chr1.1411	Nuclear receptor	CisBP
Nr6a1.5	KH2013:KH.C1.1016	KY2019:KY.Chr1.1411	Nuclear receptor	CisBP
Nr6a1.6	KH2013:KH.C1.1016	KY2019:KY.Chr1.1411	Nuclear receptor	CisBP
Nr1d1/2.1	KH2013:KH.C13.51	KY2019:KY.Chr13.291	Nuclear receptor	CisBP
Nr1d1/2.2	KH2013:KH.C13.51	KY2019:KY.Chr13.291	Nuclear receptor	CisBP
Nr1d1/2.3	KH2013:KH.C13.51	KY2019:KY.Chr13.291	Nuclear receptor	CisBP
Nr1d1/2.4	KH2013:KH.C13.51	KY2019:KY.Chr13.291	Nuclear receptor	CisBP
